name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,description_formated,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic
Stabilize,conjuration,healing,,"cleric 0/oracle 0, druid 0, witch 0, inquisitor 0",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one living creature,instantaneous,0,0,Will negates (harmless),yes (harmless),"Upon casting this spell, you target a living creature that has -1 or fewer hit points. That creature is automatically stabilized and does not lose any further hit points. If the creature later takes damage, it continues dying normally.","<p>Upon casting this spell, you target a living creature that has -1 or fewer hit points. That creature is automatically stabilized and does not lose any further hit points. If the creature later takes damage, it continues dying normally.</p>",PFRPG Core,1,1,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,,0,,Cause a dying creature to stabilize.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stabilize,517,NULL,,,,,0
Statue,transmutation,,,"sorcerer/wizard 7, alchemist 6",1 round,"V, S, M (lime, sand, and a drop of water stirred by an iron spike)",0,touch,,,creature touched,1 hour/level,1,0,Will negates (harmless),yes (harmless),"A statue spell turns the subject to solid stone, along with any garments and equipment worn or carried. In statue form, the subject gains hardness 8. The subject retains its own hit points. The subject can see, hear, and smell normally, but it does not need to eat or breathe. Feeling is limited to those sensations that can affect the granite-hard substance of the individual's body. Chipping is equal to a mere scratch, but breaking off one of the statue's arms constitutes serious damage. The subject of a statue spell can return to its normal state, act, and then return instantly to the statue state (a free action) if it so desires as long as the spell duration is in effect.","<p>A <i>statue</i> spell turns the subject to solid stone, along with any garments and equipment worn or carried. In <i>statue</i> form, the subject gains hardness 8. The subject retains its own hit points.</p><p>The subject can see, hear, and smell normally, but it does not need to eat or breathe. Feeling is limited to those sensations that can affect the granite-hard substance of the individual's body.</p><p>Chipping is equal to a mere scratch, but breaking off one of the <i>statue</i>'s arms constitutes serious damage. The subject of a <i>statue</i> spell can return to its normal state, act, and then return instantly to the <i>statue</i> state (a free action) if it so desires as long as the spell duration is in effect.</p>",PFRPG Core,1,1,1,0,0,7,7,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,,7,Artifice,Subject can become a statue at will.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Statue,518,NULL,,,,,0
Status,divination,,,"cleric 2/oracle 2, witch 2",1 standard action,"V, S",0,touch,,,one living creature touched per three levels,1 hour/level,0,0,Will negates (harmless),yes (harmless),"When you need to keep track of comrades who may get separated, status allows you to mentally monitor their relative positions and general condition. You are aware of direction and distance to the creatures and any conditions affecting them: unharmed, wounded, disabled, staggered, unconscious, dying, nauseated, panicked, stunned, poisoned, diseased, confused, or the like. Once the spell has been cast upon the subjects, the distance between them and the caster does not affect the spell as long as they are on the same plane of existence. If a subject leaves the plane, or if it dies, the spell ceases to function for it.","<p>When you need to keep track of comrades who may get separated, <i>status</i> allows you to mentally monitor their relative positions and general condition. You are aware of direction and distance to the creatures and any conditions affecting them: unharmed, wounded, disabled, staggered, unconscious, dying, nauseated, panicked, stunned, poisoned, diseased, confused, or the like. Once the spell has been cast upon the subjects, the distance between them and the caster does not affect the spell as long as they are on the same plane of existence. If a subject leaves the plane, or if it dies, the spell ceases to function for it.</p>",PFRPG Core,1,1,0,0,0,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,2,NULL,NULL,,2,,"Monitors condition, position of allies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status,519,NULL,,,,,0
Stinking Cloud,conjuration,creation,,"magus 3, sorcerer/wizard 3, witch 3",1 standard action,"V, S, M (a rotten egg or cabbage leaves)",0,medium (100 ft. + 10 ft./level),,"cloud spreads in 20-ft. radius, 20 ft. high",,1 round/level,0,0,Fortitude negates; see text,no,"Stinking cloud creates a bank of fog like that created by fog cloud, except that the vapors are nauseating. Living creatures in the cloud become nauseated. This condition lasts as long as the creature is in the cloud and for 1d4+1 rounds after it leaves. (Roll separately for each nauseated character.) Any creature that succeeds on its save but remains in the cloud must continue to save each round on your turn. This is a poison effect. Stinking cloud can be made permanent with a permanency spell. A permanent stinking cloud dispersed by wind reforms in 10 minutes.","<p><i>Stinking cloud</i> creates a bank of fog like that created by <i>fog cloud</i>, except that the vapors are nauseating. Living creatures in the cloud become nauseated. This condition lasts as long as the creature is in the cloud and for 1d4+1 rounds after it leaves.</p><p>(Roll separately for each nauseated character.) Any creature that succeeds on its save but remains in the cloud must continue to save each round on your turn. This is a poison effect.</p><p><i>Stinking cloud</i> can be made permanent with a <i>permanency</i> spell. A permanent <i>stinking cloud</i> dispersed by wind reforms in 10 minutes.</p>",PFRPG Core,1,1,1,0,0,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,3,,3,Smoke,"Nauseating vapors, 1 round/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stinking Cloud,520,NULL,,,Creatures that succeed at their saves are sickened while they remain in the cloud and for 1d4+1 rounds after they leave. Creatures that fail their saves continue to be sickened for 1 hour after leaving the cloud.,,1
Stone Shape,transmutation,,earth,"cleric/oracle 3, druid 3, sorcerer/wizard 4",1 standard action,"V, S, M/DF (soft clay)",0,touch,,,"stone or stone object touched, up to 10 cu. ft. + 1 cu. ft./level",instantaneous,0,0,none,no,"You can form an existing piece of stone into any shape that suits your purpose. While it's possible to make crude coffers, doors, and so forth with stone shape, fine detail isn't possible. There is a 30% chance that any shape including moving parts simply doesn't work.","<p>You can form an existing piece of stone into any shape that suits your purpose. While it's possible to make crude coffers, doors, and so forth with <i>stone shape</i>, fine detail isn't possible. There is a 30% chance that any shape including moving parts simply doesn't work.</p>",PFRPG Core,1,1,1,0,1,4,4,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,,4,"Artifice, Earth",Sculpts stone into any shape.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone Shape,521,NULL,,,"The duration changes to 1 round/level and instantaneous (see text). Each round after the round you cast the spell, you can spend a standard action to shape up to 5 additional cubic feet of stone you touch. Shaped stone has an instantaneous duration (meaning it does not revert to its previous form when the spell ends).",,1
Stoneskin,abjuration,,,"druid 5, sorcerer/wizard 4, alchemist 4, summoner 3, inquisitor 4, magus 4",1 standard action,"V, S, M (granite and diamond dust worth 250 gp)",1,touch,,,creature touched,10 min./level or until discharged,0,0,Will negates (harmless),yes (harmless),"The warded creature gains resistance to blows, cuts, stabs, and slashes. The subject gains DR 10/adamantine. It ignores the first 10 points of damage each time it takes damage from a weapon, though an adamantine weapon bypasses the reduction. Once the spell has prevented a total of 10 points of damage per caster level (maximum 150 points), it is discharged.","<p>The warded creature gains resistance to blows, cuts, stabs, and slashes. The subject gains DR 10/adamantine. It ignores the first 10 points of damage each time it takes damage from a weapon, though an adamantine weapon bypasses the reduction. Once the spell has prevented a total of 10 points of damage per caster level (maximum 150 points), it is discharged.</p>",PFRPG Core,1,1,1,0,0,4,4,NULL,5,NULL,NULL,NULL,4,3,NULL,4,NULL,NULL,4,,4,"Earth, Strength",Grants DR 10/adamantine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stoneskin,522,250,"Abyssal, Deep Earth, Shaitan",,"The target gains a +4 bonus on saving throws against disease, poison, and stun effects. There is a 50% chance any critical hit or sneak attack against the target is treated as a normal hit, as if the target were wearing medium fortification armor.",,1
Stone Tell,divination,,,druid 6,10 minutes,"V, S, DF",0,personal,,,you,1 min./level,0,0,,,"You gain the ability to speak with stones, which relate to you who or what has touched them as well as revealing what is covered or concealed behind or under them. The stones relate complete descriptions if asked. A stone's perspective, perception, and knowledge may prevent the stone from providing the details you are looking for. You can speak with natural or worked stone.","<p>You gain the ability to speak with stones, which relate to you who or what has touched them as well as revealing what is covered or concealed behind or under them. The stones relate complete descriptions if asked. A stone's perspective, perception, and knowledge may prevent the stone from providing the details you are looking for. You can speak with natural or worked stone.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,6,,Talk to natural or worked stone.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone Tell,523,NULL,Deep Earth,,,,0
Stone to Flesh,transmutation,,,"sorcerer/wizard 6, witch 6, magus 6",1 standard action,"V, S, M (a drop of blood mixed with earth)",0,medium (100 ft. + 10 ft./level),,,one petrified creature or a cylinder of stone from 1 ft. to 3 ft. in diameter and up to 10 ft. long,instantaneous,0,0,Fortitude negates (object); see text,yes,"This spell restores a petrified creature to its normal state, restoring life and goods. The creature must make a DC 15 Fortitude save to survive the process. Any petrified creature, regardless of size, can be restored. The spell also can convert a mass of stone into a fleshy substance. Such flesh is inert and lacking a vital life force unless a life force or magical energy is available. For example, this spell would turn an animated stone statue into an animated flesh statue, but an ordinary statue would become a mass of inert flesh in the shape of the statue. You can affect an object that fits within a cylinder from 1 foot to 3 feet in diameter and up to 10 feet long or a cylinder of up to those dimensions in a larger mass of stone.","<p>This spell restores a petrified creature to its normal state, restoring life and goods. The creature must make a DC 15 Fortitude save to survive the process. Any petrified creature, regardless of size, can be restored. The spell also can convert a mass of stone into a fleshy substance. Such flesh is inert and lacking a vital life force unless a life force or magical energy is available. For example, this spell would turn an animated stone statue into an animated flesh statue, but an ordinary statue would become a mass of inert flesh in the shape of the statue. You can affect an object that fits within a cylinder from 1 foot to 3 feet in diameter and up to 10 feet long or a cylinder of up to those dimensions in a larger mass of stone.</p>",PFRPG Core,1,1,1,0,0,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,6,,6,,Restores petrified creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone to Flesh,524,NULL,,,,,0
Storm Of Vengeance,conjuration,summoning,,"cleric/oracle 9, druid 9, witch 9",1 round,"V, S",0,long (400 ft. + 40 ft./level),,360-ft.-radius storm cloud,,concentration (maximum 10 rounds) (D),1,0,see text,yes,"You create a huge black storm cloud in the air. Each creature under the cloud must succeed on a Fortitude save or be deafened for 1d4 x 10 minutes. Each round you continue to concentrate, the spell generates additional effects as noted below. Each effect occurs on your turn. 2nd Round: Acid rains down in the area, dealing 1d6 points of acid damage (no save). 3rd Round: You call six bolts of lightning down from the cloud. You decide where the bolts strike. No two bolts may be directed at the same target. Each bolt deals 10d6 points of electricity damage. A creature struck can attempt a Reflex save for half damage. 4th Round: Hailstones rain down in the area, dealing 5d6 points of bludgeoning damage (no save). 5th through 10th Rounds: Violent rain and wind gusts reduce visibility. The rain obscures all sight, including darkvision, beyond 5 feet. A creature 5 feet away has concealment (attacks have a 20% miss chance). Creatures farther away have total concealment (50% miss chance, and the attacker cannot use sight to locate the target). Speed is reduced by three-quarters. Ranged attacks within the area of the storm are impossible. Spells cast within the area are disrupted unless the caster succeeds on a Concentration check against a DC equal to the storm of vengeance's save DC + the level of the spell the caster is trying to cast.","<p>You create a huge black storm cloud in the air. Each creature under the cloud must succeed on a Fortitude save or be deafened for 1d4 x 10 minutes. Each round you continue to concentrate, the spell generates additional effects as noted below. Each effect occurs on your turn.</p><p><i>2nd Round</i>: Acid rains down in the area, dealing 1d6 points of acid damage (no save).</p><p><i>3rd Round</i>: You call six bolts of lightning down from the cloud.</p><p>You decide where the bolts strike. No two bolts may be directed at the same target. Each bolt deals 10d6 points of electricity damage. A creature struck can attempt a Reflex save for half damage.</p><p><i>4th Round</i>: Hailstones rain down in the area, dealing 5d6 points of bludgeoning damage (no save).</p><p><i>5th through 10th Rounds</i>: Violent rain and wind gusts reduce visibility. The rain obscures all sight, including darkvision, beyond 5 feet. A creature 5 feet away has concealment (attacks have a 20% miss chance). Creatures farther away have total concealment (50% miss chance, and the attacker cannot use sight to locate the target). Speed is reduced by three-quarters.</p><p>Ranged attacks within the area of the storm are impossible. Spells cast within the area are disrupted unless the caster succeeds on a Concentration check against a DC equal to the <i>storm of</i> vengeance's save DC + the level of the spell the caster is trying to cast.</p>",PFRPG Core,1,1,0,0,0,NULL,NULL,9,9,NULL,NULL,NULL,NULL,NULL,9,NULL,9,NULL,NULL,,9,"Cloud, Nobility, Weather","Storm rains acid, lightning, and hail.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Storm of Vengeance,525,NULL,Stormborn,,"The acid damage dealt increases to 1d8 points of acid damage. The lightning damage dealt increases to 10d8 points of electricity damage. You can call down a bolt of lightning on the 2nd and 4th rounds (equivalent to those on the 3rd round). You can strike the same target with a bolt more than once during the casting of the spell, but not more than once per round.","Augmented (7th): If you expend three uses of mythic power, the storm cloud's radius increases to 1,000 feet. Structures in the storm take 1d10 points of damage per round (this damage bypasses hardness). You can call down one additional bolt in the 2nd and 4th rounds, and three additional bolts in the 3rd round.",1
Suggestion,enchantment,compulsion,"language-dependent, mind-affecting","bard 2, sorcerer/wizard 3, witch 3",1 standard action,"V, M (a snake's tongue and a honeycomb)",0,close (25 ft. + 5 ft./2 levels),,,one living creature,1 hour/level or until completed,0,0,Will negates,yes,"You influence the actions of the target creature by suggesting a course of activity (limited to a sentence or two). The suggestion must be worded in such a manner as to make the activity sound reasonable. Asking the creature to do some obviously harmful act automatically negates the effect of the spell. The suggested course of activity can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do. You can instead specify conditions that will trigger a special activity during the duration. If the condition is not met before the spell duration expires, the activity is not performed. A very reasonable suggestion causes the save to be made with a penalty (such as -1 or -2).","<p>You influence the actions of the target creature by suggesting a course of activity (limited to a sentence or two). The <i>suggestion</i> must be worded in such a manner as to make the activity sound reasonable. Asking the creature to do some obviously harmful act automatically negates the effect of the spell.</p><p>The suggested course of activity can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do. You can instead specify conditions that will trigger a special activity during the duration. If the condition is not met before the spell duration expires, the activity is not performed.</p><p>A very reasonable <i>suggestion</i> causes the save to be made with a penalty (such as -1 or -2).</p>",PFRPG Core,1,0,1,0,0,3,3,NULL,NULL,NULL,2,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,,3,"Charm, Devil",Compels subject to follow stated course of action.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Suggestion,526,NULL,"Infernal, Maestro, Rakshasa",,"Mythic suggestion loses the language-dependent descriptor, and can target one or more living creatures in a 10-foot-radius burst.",,1
"Suggestion, Mass",enchantment,compulsion,"language-dependent, mind-affecting","bard 5, sorcerer/wizard 6, witch 6",1 standard action,"V, M (a snake's tongue and a honeycomb)",0,medium (100 ft. + 10 ft./level),,,"one creature/level, no two of which can be more than 30 ft. apart",1 hour/level or until completed,0,0,Will negates,yes,"This spell functions like suggestion, except that it can affect more creatures. The same suggestion applies to all these creatures.","<p>This spell functions like <i><i>suggestion</i>,</i> except that it can affect more creatures. The same <i>suggestion</i> applies to all these creatures.</p>",PFRPG Core,1,0,1,0,0,6,6,NULL,NULL,NULL,5,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,,6,,"As suggestion, affects subject/level.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Suggestion, Mass",527,NULL,"Maestro, Rakshasa, Serpentine",,,,0
Summon Instrument,conjuration,summoning,,bard 0,1 round,"V, S",0,0 ft.,,one summoned handheld musical instrument,,1 min./level,1,0,none,no,"This spell summons one handheld musical instrument of your choice. This instrument appears in your hands or at your feet (your choice). The instrument is typical for its type. Only one instrument appears per casting, and it will play only for you. You can't summon an instrument too large to be held in two hands. The summoned instrument disappears at the end of this spell.","<p>This spell summons one handheld musical instrument of your choice. This instrument appears in your hands or at your feet (your choice). The instrument is typical for its type. Only one instrument appears per casting, and it will play only for you. You can't summon an instrument too large to be held in two hands.</p><p>The summoned instrument disappears at the end of this spell.</p>",PFRPG Core,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,,Summons one musical instrument.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Instrument,528,NULL,,,,,0
Summon Monster I,conjuration,summoning,see text,"bard 1, cleric 1/oracle 1, sorcerer/wizard 1, summoner 1, witch 1, antipaladin 1",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell summons an extraplanar creature (typically an outsider, elemental, or magical beast native to another plane). It appears where you designate and acts immediately, on your turn. It attacks your opponents to the best of its ability. If you can communicate with the creature, you can direct it not to attack, to attack particular enemies, or to perform other actions. The spell conjures one of the creatures from the 1st Level list on Table 10-1. You choose which kind of creature to summon, and you can choose a different one each time you cast the spell. A summoned monster cannot summon or otherwise conjure another creature, nor can it use any teleportation or planar travel abilities. Creatures cannot be summoned into an environment that cannot support them. Creatures summoned using this spell cannot use spells or spell-like abilities that duplicate spells with expensive material components (such as wish). When you use a summoning spell to summon a creature with an alignment or elemental subtype, it is a spell of that type. Creatures on Table 10-1 marked with an ""*"" are summoned with the celestial template, if you are good, and the fiendish template, if you are evil. If you are neutral, you may choose which template to apply to the creature. Creatures marked with an ""*"" always have an alignment that matches yours, regardless of their usual alignment. Summoning these creatures makes the summoning spell's type match your alignment.","<p>This spell summons an extraplanar creature (typically an outsider, elemental, or magical beast native to another plane). It appears where you designate and acts immediately, on your turn. It attacks your opponents to the best of its ability. If you can communicate with the creature, you can direct it not to attack, to attack particular enemies, or to perform other actions. The spell conjures one of the creatures from the 1st <b>Level</b> list on Table 10-1. You choose which kind of creature to summon, and you can choose a different one each time you cast the spell.</p><p>A summoned monster cannot summon or otherwise conjure another creature, nor can it use any teleportation or planar travel abilities. Creatures cannot be summoned into an environment that cannot support them. Creatures summoned using this spell cannot use spells or spell-like abilities that duplicate spells with expensive material components (such as <i>wish).</i></p><p>When you use a summoning spell to summon a creature with an alignment or elemental subtype, it is a spell of that type. Creatures on Table 10-1 marked with an ""*"" are summoned with the celestial template, if you are good, and the fiendish template, if you are evil. If you are neutral, you may choose which template to apply to the creature. Creatures marked with an ""*"" always have an alignment that matches yours, regardless of their usual alignment.</p><p>Summoning these creatures makes the summoning spell's type match your alignment.</p>",PFRPG Core,1,1,1,1,1,1,1,1,NULL,NULL,1,NULL,NULL,1,1,NULL,1,1,NULL,,1,,Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster I,529,NULL,,,,,0
Summon Monster II,conjuration,summoning,,"bard 2, cleric 2/oracle 2, sorcerer/wizard 2, summoner 2, witch 2, antipaladin 2",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except that you can summon one creature from the 2nd-level list or 1d3 creatures of the same kind from the 1st-level list.","<p>This spell functions like <i>summon monster I,</i> except that you can summon one creature from the 2nd-level list or 1d3 creatures of the same kind from the 1st-level list.</p>",PFRPG Core,1,1,1,1,1,2,2,2,NULL,NULL,2,NULL,NULL,2,2,NULL,2,2,NULL,,2,,Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster II,530,NULL,,,,,0
Summon Monster III,conjuration,summoning,,"bard 3, cleric 3/oracle 3, sorcerer/wizard 3, witch 3, antipaladin 3",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except that you can summon one creature from the 3rd-level list, 1d3 creatures of the same kind from the 2nd-level list, or 1d4+1 creatures of the same kind from the 1st-level list.","<p>This spell functions like <i>summon monster I,</i> except that you can summon one creature from the 3rd-level list, 1d3 creatures of the same kind from the 2nd-level list, or 1d4+1 creatures of the same kind from the 1st-level list.</p>",PFRPG Core,1,1,1,1,1,3,3,3,NULL,NULL,3,NULL,NULL,NULL,3,NULL,3,3,NULL,,3,,Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster III,531,NULL,Serpentine,,,,0
Summon Monster IV,conjuration,summoning,,"bard 4, cleric 4/oracle 4, sorcerer/wizard 4, summoner 3, witch 4, antipaladin 4",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except that you can summon one creature from the 4th-level list, 1d3 creatures of the same kind from the 3rd-level list, or 1d4+1 creatures of the same kind from a lower-level list.","<p>This spell functions like <i>summon monster I,</i> except that you can summon one creature from the 4th-level list, 1d3 creatures of the same kind from the 3rd-level list, or 1d4+1 creatures of the same kind from a lower-level list.</p>",PFRPG Core,1,1,1,1,1,4,4,4,NULL,NULL,4,NULL,NULL,3,4,NULL,4,4,NULL,,4,,Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster IV,532,NULL,,,,,0
Summon Monster V,conjuration,summoning,,"bard 5, cleric 5/oracle 5, sorcerer/wizard 5, summoner 4, witch 5",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except that you can summon one creature from the 5th-level list, 1d3 creatures of the same kind from the 4th-level list, or 1d4+1 creatures of the same kind from a lower-level list.","<p>This spell functions like <i>summon monster I,</i> except that you can summon one creature from the 5th-level list, 1d3 creatures of the same kind from the 4th-level list, or 1d4+1 creatures of the same kind from a lower-level list.</p>",PFRPG Core,1,1,1,1,1,5,5,5,NULL,NULL,5,NULL,NULL,4,5,NULL,5,NULL,NULL,,5,Darkness,Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster V,533,NULL,,,,,0
Summon Monster VI,conjuration,summoning,,"bard 6, cleric 6/oracle 6, sorcerer/wizard 6, witch 6",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except you can summon one creature from the 6th-level list, 1d3 creatures of the same kind from the 5th-level list, or 1d4+1 creatures of the same kind from a lower-level list.","<p>This spell functions like <i>summon monster I,</i> except you can summon one creature from the 6th-level list, 1d3 creatures of the same kind from the 5th-level list, or 1d4+1 creatures of the same kind from a lower-level list.</p>",PFRPG Core,1,1,1,1,1,6,6,6,NULL,NULL,6,NULL,NULL,NULL,6,NULL,6,NULL,NULL,,6,,Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster VI,534,NULL,,,,,0
Summon Monster VIII,conjuration,summoning,,"cleric 8/oracle 8, sorcerer/wizard 8, witch 8, summoner 6",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except that you can summon one creature from the 8th-level list, 1d3 creatures of the same kind from the 7th-level list, or 1d4+1 creatures of the same kind from a lower-level list.","<p>This spell functions like <i>summon monster I,</i> except that you can summon one creature from the 8th-level list, 1d3 creatures of the same kind from the 7th-level list, or 1d4+1 creatures of the same kind from a lower-level list.</p>",PFRPG Core,1,1,1,1,1,8,8,8,NULL,NULL,NULL,NULL,NULL,6,8,NULL,8,NULL,NULL,,8,,Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster VIII,535,NULL,Elemental,,,,0
Summon Monster VII,conjuration,summoning,,"cleric 7/oracle 7, sorcerer/wizard 7, summoner 5, witch 7",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except that you can summon one creature from the 7th-level list, 1d3 creatures of the same kind from the 6th-level list, or 1d4+1 creatures of the same kind from a lower-level list.","<p>This spell functions like <i>summon monster I,</i> except that you can summon one creature from the 7th-level list, 1d3 creatures of the same kind from the 6th-level list, or 1d4+1 creatures of the same kind from a lower-level list.</p>",PFRPG Core,1,1,1,1,1,7,7,7,NULL,NULL,NULL,NULL,NULL,5,7,NULL,7,NULL,NULL,,7,,Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster VII,536,NULL,"Aquatic, Serpentine",,,,0
Summon Monster IX,conjuration,summoning,,"cleric 9/oracle 9, sorcerer/wizard 9, witch 9",1 round,"V, S, F/DF (a tiny bag and a small candle)",0,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 round/level,1,0,none,no,"This spell functions like summon monster I, except that you can summon one creature from the 9th-level list, 1d3 creatures of the same kind from the 8th-level list, or 1d4+1 creatures of the same kind from a lower-level list.","<p>This spell functions like <i>summon monster I,</i> except that you can summon one creature from the 9th-level list, 1d3 creatures of the same kind from the 8th-level list, or 1d4+1 creatures of the same kind from a lower-level list.</p>",PFRPG Core,1,1,1,1,1,9,9,9,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,9,NULL,NULL,,9,"Chaos, Evil, Good, Law",Summons extraplanar creature to fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summon Monster IX,537,NULL,Abyssal,,,,0
